,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,ADVANCE AUTO PARTS INC,COM,00751Y106,35813,237947,SH,,OTR,2,0,237947,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
4,AGROFRESH SOLUTIONS,*W EXP 07/31/202,00856G117,500,500000,SH,,OTR,1,0,500000,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
5,ALPHABET INC,CAP STK CL A,02079K305,109811,141143,SH,,OTR,2,0,141143,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
6,AMAYA INC.,COM,02314M108,37569,2984025,SH,,OTR,1,0,2984025,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
7,AMAZON COM INC,COM,023135106,72005,106534,SH,,OTR,2,0,106534,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
8,APOLLO COML REAL EST FIN INC,COM,03762U105,18022,1045974,SH,,SOLE,,1045974,0,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
9,AUTOZONE INC,COM,053332102,89071,120057,SH,,OTR,2,0,120057,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
10,AXOVANT SCIENCES LTD,COM,G0750W104,6377,353669,SH,,SOLE,,353669,0,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
11,BASIC ENERGY SVCS INC NEW,COM,06985P100,420,156730,SH,,SOLE,,156730,0,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
12,BEAZER HOMES USA INC,COM NEW,07556Q881,6124,533000,SH,,OTR,2,0,533000,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
13,"BIOSCRIP, INC.",COM,09069N108,34,19224,SH,,OTR,1,0,19224,0,cik_number_0001393818,Blackstone Inc,2015-12-31,Form 13F-HR
