,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,ALGONQUIN PWR UTILS CORP,COM,015857105,22230,1571026,SH,,OTR,4,0,1571026,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
4,AMERICOLD RLTY TR,COM,03064D108,7913,225700,SH,,OTR,4,0,225700,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
5,AVANTOR INC,6.25 PFD CNV SR,05352A209,5040,80000,SH,,OTR,4,0,80000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
6,AVANTOR INC,COM,05352A100,55467,3056055,SH,,OTR,4,0,3056055,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
7,AVANTOR INC,COM,05352A100,1611,88735,SH,,OTR,1,0,88735,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
8,BILL COM HLDGS INC,COM,090043100,1522,40000,SH,,OTR,4,0,40000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
9,BLACKSTONE MTG TR INC,COM CL A,09257W100,213650,5740206,SH,,SOLE,,6757347,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
10,CANNAE HLDGS INC,COM,13765N107,3719,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
11,CATABASIS PHARMACEUTICALS IN,COM NEW,14875P206,1187,200819,SH,,OTR,3,0,200819,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
12,CENTRIC BRANDS INC,COM,15644G104,16279,7502001,SH,,SOLE,,7502001,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
13,CENTRIC BRANDS INC,COM,15644G104,40617,18717500,SH,,OTR,1,0,18717500,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
14,CHANGE HEALTHCARE INC,COM,15912K100,967766,59046102,SH,,OTR,2,0,59046102,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
15,CHANGE HEALTHCARE INC,COM,15912K100,9410,574151,SH,,OTR,1,0,574151,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
16,CHENIERE ENERGY INC,COM NEW,16411R208,2174,35604,SH,,SOLE,,35604,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
17,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,8001425,200990333,SH,,OTR,2,0,200990333,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
18,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,94375,2370632,SH,,OTR,1,0,2370632,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
19,CHP MERGER CORP,UNIT 11/22/2024,12558Y205,4577,450000,SH,,OTR,4,0,450000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
20,CIIG MERGER CORP,UNIT 12/31/2026,12559C202,8096,800000,SH,,OTR,4,0,800000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
21,CIM COML TR CORP,COM NEW,125525584,1136,78357,SH,,SOLE,,78357,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
22,CLARIVATE ANALYTICS PLC,COM,G21810109,20160,1200000,SH,,OTR,4,0,1200000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
23,COREPOINT LODGING INC,COM,21872L104,187824,17586537,SH,,SOLE,,17586537,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
24,CROWDSTRIKE HLDGS INC,CL A,22788C105,10666,213875,SH,,OTR,4,0,213875,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
25,DATADOG INC,CL A COM,23804L103,4723,125000,SH,,OTR,4,0,125000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
26,DTE ENERGY CO,UNIT 11/01/2022S,233331842,5126,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
27,DYNATRACE INC,COM,268150109,6958,275000,SH,,OTR,4,0,275000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
28,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,32708,3103257,SH,,SOLE,,3103257,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
29,ENTASIS THERAPEUTICS HLDGS I,COM,293614103,8068,1623405,SH,,OTR,3,0,1623405,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
30,ESSA PHARMA INC,COM NEW,29668H708,18552,3373053,SH,,OTR,3,0,3373053,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
31,FGL HLDGS,ORD SHS,G3402M102,416965,39151666,SH,,SOLE,,39151666,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
32,FGL HLDGS,ORD SHS,G3402M102,65370,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
33,FORTY SEVEN INC,COM,34983P104,150273,3816951,SH,,OTR,3,0,3816951,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
34,FS KKR CAPITAL CORP,COM,302635107,674,110007,SH,,SOLE,,110007,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
35,GALERA THERAPEUTICS INC,COM,36338D108,22095,1678984,SH,,OTR,3,0,1678984,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
36,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,3059898,222376291,SH,,OTR,2,0,222376291,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
37,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,314938,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
38,GRITSTONE ONCOLOGY INC,COM,39868T105,23030,2567445,SH,,OTR,3,0,2567445,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
39,HBT FINL INC,COM,404111106,1424,75000,SH,,OTR,4,0,75000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
40,HEALTH CATALYST INC,COM,42225T107,2703,77900,SH,,OTR,4,0,77900,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
41,HEALTHCARE TR AMER INC,CL A NEW,42225P501,21953,725000,SH,,OTR,4,0,725000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
42,HOVNANIAN ENTERPRISES INC,CL A NEW,442487401,2821,135193,SH,,OTR,1,0,135193,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
43,ISHARES TR IBOXX HI YD ETF,HYG US 01/17/20 P84,464288953,29020,330000,SH,Put,SOLE,,330000,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
44,LGL SYS ACQUISITION CORP,UNIT 10/24/2024,50201G205,2802,275000,SH,,OTR,4,0,275000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
45,LIVONGO HEALTH INC,COM,539183103,1253,50000,SH,,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
46,MICHAELS COS INC,COM,59408Q106,164984,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
47,MONTAGE RES CORP,COM,61179L100,1805,227334,SH,,OTR,1,0,227334,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
48,NEXTIER OILFIELD SOLUTIONS I,COM,65290C105,21863,3263123,SH,,OTR,1,0,3263123,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
49,OPORTUN FINL CORP,COM,68376D104,4403,185000,SH,,OTR,4,0,185000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
50,ORCHID IS CAP INC,COM,68571X103,1170,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
51,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,12395,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
52,PALOMAR HLDGS INC,COM,69753M105,14394,285085,SH,,OTR,4,0,285085,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
53,PING IDENTITY HLDG CORP,COM,72341T103,3888,160000,SH,,OTR,4,0,160000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
54,RANPAK HLDGS CORP,*W EXP 06/03/202,75321W111,2280,2000000,SH,,OTR,4,0,2000000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
55,RANPAK HLDGS CORP,COM CL A,75321W103,32600,4000000,SH,,OTR,4,0,4000000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
56,READY CAP CORP,COM,75574U101,1542,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
57,SANDRIDGE ENERGY INC,COM NEW,80007P869,734,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
58,SIENTRA INC,COM,82621J105,24413,2730765,SH,,OTR,3,0,2730765,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
59,SILVERGATE CAP CORP,CL A,82837P408,796,50000,SH,,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
60,SPDR S&P 500 ETF TR,TR UNIT,78462F103,25749,80000,SH,Put,SOLE,,80000,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
61,SPDR S&P 500 ETF TR,TR UNIT,78462F103,48279,150000,SH,Put,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
62,SPROUT SOCIAL INC,COM CL A,85209W109,4413,274945,SH,,OTR,4,0,274945,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
63,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,19344,415275,SH,,OTR,1,0,415275,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
64,TALLGRASS ENERGY LP,CLASS A SHS,874696107,523192,23652463,SH,,OTR,,0,23652463,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
65,TARGA RES CORP,COM,87612G101,10376,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
66,THUNDER BRDG ACQUISTION II L,UNIT 99/99/9999,G8857S124,7315,700000,SH,,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
67,TUFIN SOFTWARE TECHNOLOGIS L,SHS,M8893U102,3078,175000,SH,,OTR,4,0,175000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
68,UBER TECHNOLOGIES INC,COM,90353T100,5948,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
69,VICI PPTYS INC,COM,925652109,25039,980000,SH,,OTR,4,0,980000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
70,VIR BIOTECHNOLOGY INC,COM,92764N102,440,35000,SH,,OTR,4,0,35000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
71,VISTRA ENERGY CORP,COM,92840M102,18392,800000,SH,,OTR,4,0,800000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
72,VIVINT SOLAR INC,COM,92854Q106,539849,74359374,SH,,OTR,2,0,74359374,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
73,XERIS PHARMACEUTICALS INC,COM,98422L107,3173,450000,SH,,OTR,4,0,450000,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
74,XP INC,CL A,G98239109,5791,150350,SH,,OTR,4,0,150350,0,cik_number_0001393818,Blackstone Inc,2019-12-31,Form 13F-HR
