,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,ADAPTIVE BIOTECHNOLOGIES COR,COM,00650F109,937,19400,SH,,OTR,4,0,19400,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
4,ALEXANDRIA REAL ESTATE EQ IN,COM,015271109,31745,225000,SH,,OTR,4,0,225000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
5,AMALGAMATED BK NEW YORK N Y,CLASS A,022663108,1745,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
6,AMERICAN ASSETS TR INC,COM,024013104,12958,275000,SH,,OTR,4,0,275000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
7,AMERICOLD RLTY TR,COM,03064D108,15422,475700,SH,,OTR,4,0,475700,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
8,APOLLO COML REAL EST FIN INC,COM,03762U105,2759,150000,SH,,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
9,ARBOR RLTY TR INC,COM,038923108,2424,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
10,AVALARA INC,COM,05338G106,9023,124967,SH,,OTR,4,0,124967,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
11,AVANTOR INC,6.25 PFD CNV SR,05352A209,5290,80000,SH,,OTR,4,0,80000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
12,AVANTOR INC,COM,05352A100,39994,2095000,SH,,OTR,4,0,2095000,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
13,AVANTOR INC,COM,05352A100,1694,88735,SH,,OTR,1,0,88735,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
14,AVROBIO INC,COM,05455M100,24084,1481162,SH,,OTR,3,0,1481162,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
15,BEYOND MEAT INC,COM,08862E109,161317,1003965,SH,,SOLE,,1003965,0,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
16,BLACKSTONE MTG TR INC,COM CL A,09257W100,195899,5505875,SH,,SOLE,,6229417,0,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
17,C&J ENERGY SVCS INC NEW,COM,12674R100,23803,2020635,SH,,OTR,1,0,2020635,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
18,CATABASIS PHARMACEUTICALS IN,COM NEW,14875P206,1621,200819,SH,,OTR,3,0,200819,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
19,CENTRIC BRANDS INC,COM,15644G104,30833,7502001,SH,,SOLE,,7502001,0,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
20,CENTRIC BRANDS INC,COM,15644G104,76929,18717500,SH,,OTR,1,0,18717500,0,cik_number_0001393818,Blackstone Inc,2019-06-30,Form 13F-HR
