,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,ALEXANDRIA REAL ESTATE EQ IN,COM,015271109,26890,168060,SH,,OTR,4,0,168060,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
4,ALIGN TECHNOLOGY INC,COM,016255101,6547,20000,SH,Put,OTR,4,0,20000,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
5,ALLOVIR INC,COM,019818103,688,25000,SH,,OTR,4,0,25000,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
6,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,25952,178245,SH,,OTR,1,0,178245,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
7,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,75332,517391,SH,,OTR,3,0,517391,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
8,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,17535,120436,SH,,SOLE,,120436,0,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
9,ALTUS MIDSTREAM CO,COM NEW CL A,02215L209,411,36991,SH,,OTR,6,0,36991,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
10,ANNEXON INC,COM,03589W102,82547,2730635,SH,,OTR,3,0,2730635,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
11,ANTERO MIDSTREAM CORP,COM,03676B102,89164,16604134,SH,,OTR,6,0,16604134,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
12,APARTMENT INVT & MGMT CO,CL A,03748R754,36595,1085258,SH,,OTR,5,0,1085258,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
13,ARTIUS ACQUISITION INC,UNIT 99/99/9999,04316G204,10390,1000000,SH,,OTR,4,0,1000000,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
14,ATLAS TECHNICAL CONSULTANTS,COM CL A,049430101,19415,2200000,SH,,OTR,1,0,2200000,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
15,AVALONBAY CMNTYS INC,COM,053484101,140834,943040,SH,,OTR,5,0,943040,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
16,AVANTOR INC,COM,05352A100,1996,88735,SH,,OTR,1,0,88735,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
17,AVANTOR INC,COM,05352A100,584,25966,SH,,OTR,4,0,25966,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
18,AZEK CO INC,CL A,05478C105,21147,607500,SH,,OTR,4,0,607500,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
19,BILL COM HLDGS INC,COM,090043100,24610,245335,SH,,OTR,4,0,245335,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
20,BLACKSTONE MTG TR INC,COM CL A,09257W100,152699,6950345,SH,,SOLE,,7594043,0,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
21,BP MIDSTREAM PARTNERS LP,UNIT LTD PTNR,0556EL109,3926,396173,SH,,OTR,6,0,396173,0,cik_number_0001393818,Blackstone Inc,2020-09-30,Form 13F-HR
