,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,BEAZER HOMES,COM,07556Q881,27388,1363968,SH,,OTR,1,0,1363968,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
4,"BIOSCRIP, INC.",COM,09069N108,134,19212,SH,,OTR,1,0,19212,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
5,BLACKSTONE MTG TR INC,COM CL A,09257W100,70748,2460784,SH,,SOLE,,2460784,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
6,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,4964,225621,SH,,OTR,1,0,225621,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
7,BOULEVARD ACQUISITION CORP,UNIT 99/99/9999,10157P203,10050,1000000,SH,,OTR,1,0,1000000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
8,BRIXMOR PPTY GROUP INC,COM,11120U105,3444680,161494622,SH,,SOLE,,161494622,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
9,CHENIERE ENERGY PARTNERS LP,COM UNITS,16411Q101,65193,2173087,SH,,OTR,1,0,2173087,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
10,CON-WAY INC,COM,205944101,28813,701384,SH,,OTR,1,0,701384,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
11,EASTMAN KODAK CO,COM NEW,277461406,275638,8252625,SH,,OTR,1,0,8252625,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
12,ELLINGTON RESIDENTIAL MTG REIT,COM,288578107,43241,2555599,SH,,SOLE,,2555599,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
13,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,237580,7000000,SH,,OTR,1,0,7000000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
14,EXTENDED STAY AMER INC,COM,30224P200,1268553,55711592,SH,,SOLE,,55711592,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
15,FELCOR LODGING TR INC,COM,31430F101,15438,1707691,SH,,OTR,1,0,1707691,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
16,FREESCALE SEMICONDUCTOR LTD,SHS,G3727Q101,4787702,196136895,SH,,OTR,,0,196136895,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
17,HEALTHSOUTHCORP,COM NEW,421924309,1018,28345,SH,,OTR,1,0,28345,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
18,HILTON WORLDWIDE HLDGS INC,COM,43300A104,16735439,752492744,SH,,SOLE,,752492744,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
19,ISTAR FINL INC,COM,45031U101,28060,1901065,SH,,OTR,1,0,1901065,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
20,KOSMOS ENERGY LTD,SHS,G5315B107,1233100,112100012,SH,,SOLE,,112100012,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
21,NIELSEN HOLDINGS N V,COM,N63218106,1003663,22488529,SH,,SOLE,,22488529,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
22,OCEAN RIG UDW INC,SHS,Y64354205,22693,1275619,SH,,OTR,1,0,1275619,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
23,ORBITZ WORLDWIDE INC,COM,68557K109,26453,3374052,SH,,SOLE,,3374052,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
24,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,12902,2411556,SH,,SOLE,,2411556,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
25,PBF ENERGY INC,CL A,69318G106,474780,18402327,SH,,SOLE,,18402327,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
26,PENNEY J C INC,COM,708160106,12930,1500000,SH,Put,OTR,1,0,1500000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
27,PINNACLE FOODS INC,COM,72348P104,1790828,59974145,SH,,SOLE,,59974145,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
28,PROSHARES TR,PSHS ULTSH 20YRS,74347B201,2026,30000,SH,,SOLE,,0,30000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
29,RADIOSHACK CORP,COM,750438103,2133,1006000,SH,Put,OTR,1,0,1006000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
30,SARATOGA RES INC TEX,COM,803521103,6480,4800000,SH,,OTR,1,0,4800000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
31,SEARS HLDGS CORP,COM,812350106,72505,1518102,SH,,OTR,1,0,1518102,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
32,SEARS HLDGS CORP,COM,812350106,63042,1320000,SH,Call,OTR,1,0,1320000,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
33,SEAWORLD ENTMT INC,COM,81282V100,884024,29243281,SH,,SOLE,,29243281,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
34,SPDR SERIES TRUST,S&P REG BKG,78464A698,128348,3101700,SH,Put,SOLE,,3101700,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
35,SPDR S&P 500 ETF TR,TR UNIT,78462F103,213921,1143900,SH,Put,SOLE,,1143900,0,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
36,YPF SOCIEDAD ANONIMA,SPOON ADR CL D,984245100,45263,1452603,SH,,OTR,1,0,1452603,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
37,YPF SOCIEDAD ANONIMA,SPOON ADR CL D,984245100,31633,1015200,SH,Call,OTR,1,0,1015200,0,cik_number_0001393818,Blackstone Inc,2014-03-31,Form 13F-HR
