,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,10X CAPITAL VENTURE ACQU COR,UNIT 10/21/2025,88025V206,4260,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
4,7GC & CO HOLDINGS INC,UNIT 12/23/2025,81786A206,4220,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
5,908 DEVICES INC,COM,65443P102,598,10500,SH,,OTR,4,0,10500,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
6,ACIES ACQUISITION CORP,*W EXP 11/30/202,G0103T113,426,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
7,ACIES ACQUISITION CORP,CL A,G0103T105,6180,600000,SH,,OTR,4,0,600000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
8,ADVANCED MICRO DEVICES INC,COM,007903107,22928,250000,SH,Call,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
9,AEQUI ACQUISITION CORP,UNIT 11/30/2027,00775W201,6060,600000,SH,,OTR,4,0,600000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
10,AJAX I,*W EXP 10/27/202,G0190X126,2050,625000,SH,,OTR,4,0,625000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
11,AJAX I,COM,G0190X100,29500,2500000,SH,,OTR,4,0,2500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
12,AJAX I,UNIT 99/99/9999,G0190X118,37755,3625000,SH,,OTR,4,0,3625000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
13,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,162911,700000,SH,Call,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
14,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,34910,150000,SH,Put,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
15,ALIGN TECHNOLOGY INC,COM,016255101,10142,20000,SH,Put,OTR,4,0,20000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
16,ALLEGRO MICROSYSTEMS INC,COM,01749D105,5332,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
17,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,15653,120436,SH,,OTR,7,0,120436,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
18,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,67245,517391,SH,,OTR,3,0,517391,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
19,ALTIMETER GROWTH CORP,*W EXP 09/30/202,G0370L116,438,80000,SH,,OTR,4,0,80000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
20,ALTIMETER GROWTH CORP,CL A,G0370L108,5144,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
21,ALTUS MIDSTREAM CO,COM NEW CL A,02215L209,1322,27853,SH,,OTR,6,0,27853,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
22,ANNEXON INC,COM,03589W102,68348,2730635,SH,,OTR,3,0,2730635,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
23,ANTERO MIDSTREAM CORP,COM,03676B102,104042,13494438,SH,,OTR,6,0,13494438,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
24,APOLLO GLOBAL MGMT INC,COM CL A,03768E105,9796,200000,SH,Put,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
25,ARRAY TECHNOLOGIES INC,COM SHS,04271T100,28041,650000,SH,,OTR,4,0,650000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
26,ARTIUS ACQUISITION INC,*W EXP 07/13/202,04316G113,733,333333,SH,,OTR,4,0,333333,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
27,ARTIUS ACQUISITION INC,COM CL A,04316G105,9996,940374,SH,,OTR,4,0,940374,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
28,ATLANTIC AVE ACQUISITION COR,*W EXP 10/06/202,04906P119,66,60000,SH,,OTR,4,0,60000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
29,ATLANTIC AVE ACQUISITION COR,COM CL A,04906P101,1210,120000,SH,,OTR,4,0,120000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
30,ATLAS TECHNICAL CONSULTANTS,COM CLS A,049430101,15466,2200000,SH,,OTR,1,0,2200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
31,AVALARA INC,COM,05338G106,32978,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
32,AVALONBAY CMNTYS INC,COM,053484101,151292,943040,SH,,OTR,5,0,943040,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
33,AVANTOR INC,COM,05352A100,31940,1134630,SH,,OTR,4,0,1134630,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
34,AVANTOR INC,COM,05352A100,1473,52330,SH,,OTR,1,0,52330,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
35,AZEK CO INC,CL A,05478C105,15380,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
36,BANK OZK,COM,06417N103,1564,50000,SH,Call,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
37,BILL COM HLDGS INC,COM,090043100,5678,41600,SH,,OTR,4,0,41600,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
38,BLACKSTONE MTG TR INC,COM CL A,09257W100,194880,7078825,SH,,SOLE,,8020879,0,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
39,BLUESCAPE OPPORTUNITIES ACQU,*W EXP 10/28/202,G1195N113,2000,1000000,SH,,OTR,4,0,1000000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
40,BLUESCAPE OPPORTUNITIES ACQU,SHS,G1195N105,20760,2000000,SH,,OTR,4,0,2000000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
41,BP MIDSTREAM PARTNERS LP,UNIT LTD PTNR,0556EL109,3722,351166,SH,,OTR,6,0,351166,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
42,BURGUNDY TECHNOLOGY ACQU COR,*W EXP 08/31/202,G1702T124,1330,700000,SH,,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
43,BURGUNDY TECHNOLOGY ACQU COR,CL A,G1702T116,14574,1400000,SH,,OTR,4,0,1400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
44,CAPITOL INVESTMENT CORP V,UNIT 99/99/9999,14064F209,7725,750000,SH,,OTR,4,0,750000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
45,CBRE ACQUISITION HLDGS INC,UNIT 99/99/9999,12510J205,10418,996900,SH,,OTR,4,0,996900,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
46,CC NEUBERGER PRIN HLDGS II,*W EXP 07/29/202,G3166T111,680,400000,SH,,OTR,4,0,400000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
47,CC NEUBERGER PRIN HLDGS II,SHS CL A,G3166T103,16640,1600000,SH,,OTR,4,0,1600000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
48,CC NEUBERGER PRINCIPAL HLDNG,*W EXP 99/99/999,G1992Y122,783,333333,SH,,OTR,4,0,333333,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
49,CENTERPOINT ENERGY INC,COM,15189T107,350572,16200172,SH,,OTR,8,0,16200172,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
50,CF ACQUISITION CORP IV,UNIT 12/31/2027,12520T201,15435,1500000,SH,,OTR,4,0,1500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
51,CHANGE HEALTHCARE INC,COM,15912K100,1101210,59046102,SH,,OTR,2,0,59046102,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
52,CHANGE HEALTHCARE INC,COM,15912K100,10708,574151,SH,,OTR,1,0,574151,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
53,CHENIERE ENERGY INC,COM NEW,16411R208,539177,8981787,SH,,OTR,6,0,8981787,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
54,CHENIERE ENERGY INC,COM NEW,16411R208,2310,38480,SH,,SOLE,,38480,0,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
55,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,83565,2370632,SH,,OTR,1,0,2370632,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
56,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,9724,275846,SH,,OTR,6,0,275846,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
57,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,7169344,203385643,SH,,OTR,8,0,203385643,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
58,CHINDATA GROUP HLDGS LTD,ADS,16955F107,11980,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
59,CHP MERGER CORP,*W EXP 11/22/202,12558Y114,195,150000,SH,,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
60,CHP MERGER CORP,COM CL A,12558Y106,3078,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
61,CHURCHILL CAPITAL CORP IV,CL A,171439102,40040,4000000,SH,,OTR,4,0,4000000,0,cik_number_0001393818,Blackstone Inc,2020-12-31,Form 13F-HR
