,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,APARTMENT INVT & MGMT CO,CL A,03748R754,38147,1085258,SH,,OTR,5,0,1085258,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
4,ATLAS TECHNICAL CONSULTANTS,COM CL A,049430101,18898,2200000,SH,,OTR,1,0,2200000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
5,AVANTOR INC,COM,05352A100,1108,88735,SH,,OTR,1,0,88735,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
6,AVANTOR INC,6.25 PFD CNV SR,05352A209,3469,80000,SH,,OTR,4,0,80000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
7,BLACKSTONE MTG TR INC,COM CL A,09257W100,108381,5820694,SH,,SOLE,,6757347,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
8,CANNAE HLDGS INC,COM,13765N107,3349,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
9,CATABASIS PHARMACEUTICALS IN,COM NEW,14875P206,833,200819,SH,,OTR,3,0,200819,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
10,CENTRIC BRANDS INC,COM,15644G104,8402,7502001,SH,,SOLE,,7502001,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
11,CENTRIC BRANDS INC,COM,15644G104,20964,18717500,SH,,OTR,1,0,18717500,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
12,CHANGE HEALTHCARE INC,COM,15912K100,589871,59046102,SH,,OTR,2,0,59046102,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
13,CHANGE HEALTHCARE INC,COM,15912K100,5736,574151,SH,,OTR,1,0,574151,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
14,CHENIERE ENERGY INC,COM NEW,16411R208,1193,35604,SH,,SOLE,,35604,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
15,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,5489533,203240752,SH,,OTR,2,0,203240752,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
16,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,64031,2370632,SH,,OTR,1,0,2370632,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
17,CHP MERGER CORP,UNIT 11/22/2024,12558Y205,4365,450000,SH,,OTR,4,0,450000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
18,CHURCHILL CAP CORP III,UNIT 03/01/2027,17144C203,17500,1750000,SH,,OTR,4,0,1750000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
19,CIIG MERGER CORP,UNIT 12/31/2026,12559C202,7760,800000,SH,,OTR,4,0,800000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
20,CIM COML TR CORP,COM NEW,125525584,825,74381,SH,,SOLE,,74381,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
21,COLUMBIA PPTY TR INC,COM NEW,198287203,24675,1974000,SH,,OTR,5,0,1974000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
22,COREPOINT LODGING INC,COM,21872L104,110092,17586537,SH,,OTR,5,0,17586537,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
23,DMY TECHNOLOGY GROUP INC,UNIT 99/99/9999,233253202,6881,700000,SH,,OTR,4,0,700000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
24,DUKE REALTY CORP,COM NEW,264411505,39501,1219924,SH,,OTR,5,0,1219924,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
25,ELANCO ANIMAL HEALTH INC,UNIT 02/01/2023T,28414H202,448,20000,SH,,OTR,4,0,20000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
26,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,16447,3103257,SH,,SOLE,,3103257,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
27,ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,378626,82309944,SH,,OTR,2,0,82309944,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
28,ENTASIS THERAPEUTICS HLDGS I,COM,293614103,4286,1623405,SH,,OTR,3,0,1623405,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
29,ENTERPRISE PRODS PARTNERS L,COM,293792107,325418,22756524,SH,,OTR,2,0,22756524,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
30,EQUITY RESIDENTIAL,SH BEN INT,29476L107,41222,668000,SH,,OTR,5,0,668000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
31,ESSA PHARMA INC,COM NEW,29668H708,13492,3373053,SH,,OTR,3,0,3373053,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
32,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,63185,8643600,SH,,OTR,5,0,8643600,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
33,FGL HLDGS,ORD SHS,G3402M102,383686,39151666,SH,,SOLE,,39151666,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
34,FGL HLDGS,ORD SHS,G3402M102,60152,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
35,FLYING EAGLE ACQUISITION COR,UNIT 99/99/9999,34407Y202,20570,500000,SH,,OTR,4,0,500000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
36,FORTY SEVEN INC,COM,34983P104,364213,3816951,SH,,OTR,3,0,3816951,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
37,FS KKR CAPITAL CORP,COM,302635107,340,113335,SH,,SOLE,,113335,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
38,GALERA THERAPEUTICS INC,COM,36338D108,15950,1678984,SH,,OTR,3,0,1678984,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
39,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,1644978,222896690,SH,,OTR,2,0,222896690,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
40,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,168913,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
41,GFL ENVIRONMENTAL INC,SUB VTG SHS,36168Q104,11592,770244,SH,,OTR,4,0,770244,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
42,GFL ENVIRONMENTAL INC,UNIT 99/99/9999T,36168Q120,20789,454000,SH,,OTR,4,0,454000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
43,GRITSTONE ONCOLOGY INC,COM,39868T105,14943,2567445,SH,,OTR,3,0,2567445,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
44,HOST HOTELS & RESORTS INC,COM,44107P104,380992,34510175,SH,,OTR,5,0,34510175,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
45,HOVNANIAN ENTERPRISES INC,CL A NEW,442487401,1114,135193,SH,,OTR,1,0,135193,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
46,IRON MTN INC NEW,COM,46284V101,3570,150000,SH,Put,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
47,ISHARES TR,BARCLAYS 7 10 YR,464287440,114799,945000,SH,Put,OTR,4,0,945000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
48,KILROY RLTY CORP,COM,49427F108,184403,2894873,SH,,OTR,5,0,2894873,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
49,LGL SYS ACQUISITION CORP,UNIT 10/24/2024,50201G205,2769,275000,SH,,OTR,4,0,275000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
50,LUMOS PHARMA INC,COM,55028X109,3979,468145,SH,,OTR,3,0,468145,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
51,MGM GROWTH PPTYS LLC,CL A COM,55303A105,115779,4891395,SH,,OTR,5,0,4891395,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
52,MICHAELS COS INC,COM,59408Q106,33038,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
53,MONTAGE RES CORP,COM,61179L100,512,227334,SH,,OTR,1,0,227334,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
54,MPLX LP,COM UNIT REP LTD,55336V100,260489,22417281,SH,,OTR,2,0,22417281,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
55,NEXSTAR MEDIA GROUP INC,CL A,65336K103,4053,70200,SH,Call,OTR,4,0,70200,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
56,NEXTIER OILFIELD SOLUTIONS,COM,65290C105,3818,3263123,SH,,OTR,1,0,3263123,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
57,OPORTUN FINL CORP,COM,68376D104,1952,185000,SH,,OTR,4,0,185000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
58,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,7379,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
59,PALOMAR HLDGS INC,COM,69753M105,16581,285085,SH,,OTR,4,0,285085,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
60,PASSAGE BIO INC,COM,702712100,189,12000,SH,,OTR,4,0,12000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
61,PEBBLEBROOK HOTEL TR,COM,70509V100,69468,6379100,SH,,OTR,5,0,6379100,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
62,PING IDENTITY HLDG CORP,COM,72341T103,3203,160000,SH,,OTR,4,0,160000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
63,PROLOGIS INC,COM,74340W103,45811,570000,SH,,OTR,5,0,570000,0,cik_number_0001393818,Blackstone Inc,2020-03-31,Form 13F-HR
