,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,AMERICOLD RLTY TR,COM,03064D108,8367,225700,SH,,OTR,4,0,225700,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
4,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,3121,32800,SH,Call,OTR,4,0,32800,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
5,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,3121,32800,SH,Put,OTR,4,0,32800,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
6,AVANTOR INC,6.25 PFD CNV SR,05352A209,4296,80000,SH,,OTR,4,0,80000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
7,AVANTOR INC,COM,05352A100,15396,1047310,SH,,OTR,4,0,1047310,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
8,AVANTOR INC,COM,05352A100,1304,88735,SH,,OTR,1,0,88735,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
9,BEYOND MEAT INC,COM,08862E109,135671,912875,SH,,SOLE,,912875,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
10,BLACKSTONE MTG TR INC,COM CL A,09257W100,197386,5505875,SH,,SOLE,,6229417,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
11,C&J ENERGY SVCS INC NEW,COM,12674R100,21681,2020635,SH,,OTR,1,0,2020635,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
12,CATABASIS PHARMACEUTICALS IN,COM NEW,14875P206,1084,200819,SH,,OTR,3,0,200819,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
13,CENTRIC BRANDS INC,COM,15644G104,18830,7502001,SH,,SOLE,,7502001,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
14,CENTRIC BRANDS INC,COM,15644G104,46981,18717500,SH,,OTR,1,0,18717500,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
15,CHANGE HEALTHCARE INC,COM,15912K100,6936,574151,SH,,OTR,1,0,574151,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
16,CHANGE HEALTHCARE INC,COM,15912K100,713277,59046102,SH,,OTR,2,0,59046102,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
17,CHENIERE ENERGY INC,COM NEW,16411R208,2245,35604,SH,,SOLE,,35604,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
18,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,9141040,200990333,SH,,OTR,2,0,200990333,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
19,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,107816,2370632,SH,,OTR,1,0,2370632,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
20,CLOUDFLARE INC,CL A COM,18915M107,928,50000,SH,,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
21,COREPOINT LODGING INC,COM,21872L104,177800,17586537,SH,,SOLE,,17586537,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
22,CROCS INC,COM,227046109,190560,6864545,SH,,OTR,2,0,6864545,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
23,CTRIP COM INTL LTD,SPONSORED ADS,22943F100,5858,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
24,DANAHER CORPORATION,COM,235851102,41163,285000,SH,,OTR,4,0,285000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
25,DATADOG INC,CL A COM,23804L103,1865,55000,SH,,OTR,4,0,55000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
26,EASTMAN KODAK CO,COM NEW,277461406,23431,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
27,ELANCO ANIMAL HEALTH INC,COM,28414H103,7977,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
28,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,32708,3103257,SH,,SOLE,,3103257,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
29,ENTASIS THERAPEUTICS HLDGS I,COM,293614103,9675,1623405,SH,,OTR,3,0,1623405,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
30,ENVISTA HLDGS CORP,COM,29415F104,6970,250000,SH,,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
31,ESSA PHARMA INC,COM NEW,29668H708,11367,3373053,SH,,OTR,3,0,3373053,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
32,FGL HLDGS,ORD SHS,G3402M102,48981,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
33,FGL HLDGS,ORD SHS,G3402M102,312331,39139178,SH,,SOLE,,39139178,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
34,FORTY SEVEN INC,COM,34983P104,24505,3816951,SH,,OTR,3,0,3816951,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
35,FOUNDATION BLDG MATLS INC,COM,350392106,2401,155000,SH,,OTR,4,0,155000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
36,FS KKR CAPITAL CORP,COM,302635107,621,106479,SH,,SOLE,,106479,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
37,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,2239329,222376291,SH,,OTR,2,0,222376291,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
38,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,230481,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
39,GRITSTONE ONCOLOGY INC,COM,39868T105,22183,2567445,SH,,OTR,3,0,2567445,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
40,HEALTH CATALYST INC,COM,42225T107,2465,77900,SH,,OTR,4,0,77900,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
41,HOVNANIAN ENTERPRISES,CL A NEW,442487401,2602,135193,SH,,OTR,1,0,135193,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
42,INVITATION HOMES INC,COM,46187W107,1714432,57900452,SH,,SOLE,,57900452,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
43,ISHARES TR,PFD AND INCM SEC,464288687,124078,3306100,SH,Put,OTR,4,0,3306100,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
44,ISHARES TR,IBOXX HI YD ETF,464288513,15691,180000,SH,Put,SOLE,,180000,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
45,KKR REAL ESTATE FIN TR INC,COM,48251K100,1879,96142,SH,,SOLE,,96142,0,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
46,LIVONGO HEALTH INC,COM,539183103,2024,116023,SH,,OTR,4,0,116023,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
47,MEDALLIA INC,COM,584021109,3292,120000,SH,,OTR,4,0,120000,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
48,MICHAELS COS INC,COM,59408Q106,199653,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
49,MONTAGE RES CORP,COM,61179L100,859,227334,SH,,OTR,1,0,227334,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
50,NANTHEALTH INC,COM,630104107,350,488429,SH,,OTR,2,0,488429,0,cik_number_0001393818,Blackstone Inc,2019-09-30,Form 13F-HR
