,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,AVAYA HLDGS CORP,COM,05351X101,20349,908446,SH,,OTR,1,0,908446,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
4,BAIDU INC,SPON ADR REP A,056752108,55798,250000,SH,Call,SOLE,,250000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
5,BILIBILI INC,ADS REP SHS Z,090040106,275,25000,SH,,SOLE,,25000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
6,BLACKSTONE MTG TR INC,COM CL A,09257W100,154685,4923138,SH,,SOLE,,5727621,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
7,BRIGHT HORIZONS FAM SOL IN D,COM,109194100,10045,100733,SH,,SOLE,,100733,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
8,C&J ENERGY SVCS INC NEW,COM,12674R100,103813,4020635,SH,,OTR,1,0,4020635,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
9,CAESARS ENTMT CORP,COM,127686103,47836,4252048,SH,,SOLE,,4252048,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
10,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,5848819,200990333,SH,,OTR,2,0,200990333,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
11,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,68985,2370632,SH,,OTR,1,0,2370632,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
12,CLEAR CHANNEL OUTDOOR HLDGS,CL A,18451C109,3927,801468,SH,,OTR,1,0,801468,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
13,COMSTOCK RES INC,NOTE 7.750% 4/0,205768AM6,1013,1084815,PRN,,OTR,1,0,1084815,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
14,COMSTOCK RES INC,NOTE 9.500% 6/1,205768AN4,2115,2251843,PRN,,OTR,1,0,2251843,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
15,CVR PARTNERS LP,COM,126633106,17250,5307821,SH,,OTR,1,0,5307821,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
16,DROPBOX INC,CL A,26210C104,13208,422650,SH,,SOLE,,422650,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
17,EASTMAN KODAK CO,COM NEW,277461406,47482,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
18,EASTMAN KODAK CO,*W EXP 09/03/201,277461133,24,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
19,EASTMAN KODAK CO,*W EXP 09/03/201,277461141,23,115410,SH,,OTR,1,0,115410,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
20,ECLIPSE RES CORP,COM,27890G100,4910,3410000,SH,,OTR,1,0,3410000,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
21,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,30409,2774523,SH,,SOLE,,2774523,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
22,ENVIVA PARTNERS LP,COM UNIT,29414J107,3075,112230,SH,,OTR,1,0,112230,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
23,EXTENDED STAY AMER INC,COM,30224P200,2090,105716,SH,,SOLE,,105716,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
24,FGL HLDGS,ORD SHS,G3402M102,376858,37128906,SH,,SOLE,,37128906,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
25,FGL HLDGS,*W EXP 11/30/202,G3402M110,13598,6250000,SH,,SOLE,,6250000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
26,FGL HLDGS,ORD SHS,G3402M102,62301,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
27,FS INVT CORP,COM,302635107,651,89822,SH,,SOLE,,89822,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
28,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,4272184,243985382,SH,,OTR,2,0,243985382,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
29,HAYMAKER ACQUISITION CORP,UNIT 10/19/2022,420870206,12438,1250000,SH,,SOLE,,1250000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
30,HILTON GRAND VACATIONS INC,COM,43283X105,2507,58265,SH,,SOLE,,58265,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
31,HILTON WORLDWIDE HLDGS INC,COM,43300A203,1369754,17391494,SH,,SOLE,,17391494,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
32,HOMOLOGY MEDICINES INC,COM,438083107,252,13500,SH,,SOLE,,13500,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
33,HOVNANIAN ENTERPRISES INC,CL A,442487203,11194,6116811,SH,,OTR,1,0,6116811,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
34,INVITATION HOMES INC,COM,46187W107,5021352,219945349,SH,,SOLE,,219945349,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
35,IQIYI INC,SPONSORED ADS,46267X108,31100,2000000,SH,,SOLE,,2000000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
36,ISHARES TR,CHINA LG-CAP ETF,464287184,35430,750000,SH,Put,SOLE,,750000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
37,ISHARES TR,RUSSELL 2000 ETF,464287655,15183,100000,SH,Put,SOLE,,100000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
38,ISHARES TR,RUSSELL 2000 ETF,464287655,151830,1000000,SH,Put,OTR,1,0,1000000,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
39,KOSMOS ENERGY LTD,SHS,G5315B107,334231,53052512,SH,,SOLE,2,0,53052512,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
40,LA QUINTA HLDGS INC,COM,50420D108,665123,35173076,SH,,SOLE,,35173076,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
41,LEISURE ACQUISITION CORP,UNIT 99/99/9999,52539T206,8908,900000,SH,,SOLE,,900000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
42,MICHAELS COS INC,COM,59408Q106,401956,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
43,MOSAIC ACQUISITION CORP,UNIT 99/99/9999,G62848117,11066,1100000,SH,,SOLE,,1100000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
44,NANTHEALTH INC,COM,630104107,1821,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
45,ONE MADISON CORP,UNIT 99/99/9999,G6772P118,40000,4000000,SH,,SOLE,,4000000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
46,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,4944,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
47,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,3510,1712015,SH,,SOLE,,1712015,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
48,PARK HOTELS RESORTS INC,COM,700517105,4568,169066,SH,,SOLE,,169066,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
49,SANCHEZ ENERGY CORP,COM,79970Y105,6119,1955000,SH,,OTR,1,0,1955000,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
50,SANDRIDGE ENERGY INC,COM NEW,80007P869,2510,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
51,SOCIAL CAP HEDOSOPHIA HLDGS,CL A,G8250R103,93,9321,SH,,SOLE,,9321,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
52,SOCIAL CAP HEDOSOPHIA HLDGS,UNIT 99/99/9999,G8250R111,35110,3321680,SH,,SOLE,,3321680,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
53,SPDR S&P 500 ETF TR,TR UNIT,78462F103,28,105,SH,,SOLE,,105,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
54,SPDR S&P 500 ETF TR,TR UNIT,78462F103,42104,160000,SH,Put,SOLE,,160000,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
55,SSGA ACTIVE ETF TR,BLKSTN GSOSRLN,78467V608,5453,115000,SH,,OTR,1,0,115000,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
56,TARGA RES CORP,COM,87612G101,11365,258302,SH,,SOLE,,258302,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
57,TPG RE FIN TR INC,COM,87266M107,9006,452800,SH,,SOLE,,452800,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
58,TRANSPORTADORA DE GAS SUR,SPON ADR B,893870204,6439,316550,SH,,SOLE,,316550,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
59,UNITI GROUP INC,COM,91325V108,6250,384600,SH,,OTR,1,0,384600,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
60,VIVINT SOLAR INC,COM,92854Q106,300612,82359374,SH,,SOLE,2,0,82359374,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
61,WARRIOR MET COAL INC,COM,93627C101,165855,5921276,SH,,OTR,1,0,5921276,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
62,WIDEOPENWEST INC,COM,96758W101,6262,875819,SH,,SOLE,,875819,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
63,WMIH CORP,COM,92936P100,98,68897,SH,,OTR,1,0,68897,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
64,ZSCALER INC,COM,98980G102,4594,163654,SH,,SOLE,,163654,0,0,cik_number_0001393818,Blackstone Inc,2018-03-31,Form 13F-HR
