,NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE,Company cik,Company name,Period of report,File type
3,AMALGAMATED BK NEW YORK N Y,CLASS A,022663108,2348,150000,SH,,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
4,AMERICOLD RLTY TR,COM,03064D108,16039,525700,SH,,OTR,4,0,525700,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
5,ASSURANT INC,COM,04621X108,17141,180600,SH,,OTR,4,0,180600,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
6,AVALARA INC,COM,05338G106,5577,99967,SH,,OTR,4,0,99967,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
7,AVROBIO INC,COM,05455M100,65319,2962325,SH,,OTR,3,0,2962325,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
8,BLACKSTONE MTG TR INC,COM CL A,09257W100,184789,5346893,SH,,SOLE,,6229417,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
9,C&J ENERGY SVCS INC NEW,COM,12674R100,31360,2020635,SH,,OTR,1,0,2020635,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
10,CATABASIS PHARMACEUTICALS IN,COM,14875P206,1590,200819,SH,,OTR,3,0,200819,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
11,CENTRIC BRANDS INC,COM,15644G104,32409,7201921,SH,,SOLE,,7201921,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
12,CENTRIC BRANDS INC,COM,15644G104,84229,18717500,SH,,OTR,1,0,18717500,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
13,CERIDIAN HCM HLDG INC,COM,15677J108,5130,100000,SH,,OTR,4,0,100000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
14,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,8427525,200990333,SH,,OTR,2,0,200990333,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
15,CHENIERE ENERGY PARTNERS LP,COM UNIT,16411Q101,99401,2370632,SH,,OTR,1,0,2370632,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
16,CITRIX SYS INC,COM,177376100,48036,482000,SH,Call,OTR,4,0,482000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
17,COREPOINT LODGING INC,COM,21872L104,196442,17586537,SH,,SOLE,,17586537,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
18,CROCS INC,COM,227046109,177650,6899027,SH,,OTR,2,0,6862066,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
19,DANAHER CORPORATION,COM,235851102,33018,250099,SH,,OTR,4,0,250099,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
20,EASTMAN KODAK CO,COM NEW,277461406,26271,8875211,SH,,OTR,1,0,8875211,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
21,ELEMENT SOLUTIONS INC,COM,28618M106,9090,900000,SH,,OTR,4,0,900000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
22,ELLINGTON RESIDENTIAL MTG RE,COM SHS BEN INT,288578107,36929,3103257,SH,,SOLE,,3103257,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
23,ENTASIS THERAPEUTICS HLDGS I,COM,293614103,10974,1623405,SH,,OTR,3,0,1623405,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
24,ENVIVA PARTNERS LP,COM UNIT,29414J107,5069,157191,SH,,OTR,1,0,157191,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
25,EQUINIX INC,COM,29444U700,22133,48842,SH,,OTR,4,0,48842,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
26,ESSA PHARMA INC,COM NEW,29668H708,5673,1668560,SH,,OTR,3,0,1668560,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
27,EVO PMTS INC,CL A COM,26927E104,9237,317972,SH,,OTR,4,0,317972,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
28,FGL HLDGS,ORD SHS,G3402M102,297713,37828894,SH,,SOLE,,37828894,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
29,FGL HLDGS,ORD SHS,G3402M102,48306,6138000,SH,,OTR,1,0,6138000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
30,FIRST HAWAIIAN INC,COM,32051X108,21289,817252,SH,,OTR,4,0,817252,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
31,FORTY SEVEN INC,COM,34983P104,61682,3816951,SH,,OTR,3,0,3816951,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
32,FS KKR CAPITAL CORP,COM,302635107,606,100239,SH,,SOLE,,100239,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
33,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,3170538,221097482,SH,,OTR,2,0,221097482,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
34,GATES INDUSTRIAL CORPRATIN P,ORD SHS,G39108108,328212,22887900,SH,,SOLE,,22887900,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
35,GODADDY INC,CL A,380237107,27444,365000,SH,,OTR,4,0,365000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
36,GRITSTONE ONCOLOGY INC,COM,39868T105,34147,2567445,SH,,OTR,3,0,2567445,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
37,HEALTHCARE RLTY TR,COM,421946104,4817,150000,SH,,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
38,HOVNANIAN ENTERPRISES INC,CL A NEW,442487401,2184,199054,SH,,OTR,1,0,199054,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
39,INVITATION HOMES INC,COM,46187W107,4378070,179945349,SH,,SOLE,,179945349,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
40,ISHARES TR,EXPANDED TECH,464287515,31623,150000,SH,Put,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
41,ISHARES TR,RUSSELL 2000 ETF,464287655,38273,250000,SH,Put,OTR,4,0,250000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
42,ISHARES TR,PFD AND INCM SEC,464288687,173115,4736400,SH,Put,OTR,4,0,4736400,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
43,KOSMOS ENERGY LTD,COM,500688106,169811,27256941,SH,,OTR,2,0,27256941,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
44,LEGACY RESERVES LP/ LEGACY F,NOTE 8.000% 9/2,52471TAF4,7001,20004000,PRN,,OTR,1,0,20004000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
45,LEGACY RESVS INC,COM,524706108,49,100020,SH,,OTR,1,0,100020,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
46,LEVI STRAUSS & CO NEW,CL A COM STK,52736R102,4710,200000,SH,,OTR,4,0,200000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
47,LULULEMON ATHLETICA INC,COM,550021109,8194,50000,SH,,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
48,LYFT INC,CL A COM,55087P104,9434,120500,SH,,OTR,4,0,120500,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
49,MERCADOLIBRE INC,COM,58733R102,11170,22000,SH,,OTR,4,0,22000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
50,MICHAELS COS INC,COM,59408Q106,232894,20393531,SH,,OTR,2,0,20393531,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
51,MONTAGE RES CORP,COM,61179L100,3419,227334,SH,,OTR,1,0,227334,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
52,NANOSTRING TECHNOLOGIES INC,COM,63009R109,48722,2036025,SH,,OTR,3,0,2036025,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
53,NANTHEALTH INC,COM,630104107,549,597037,SH,,OTR,2,0,597037,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
54,NIKE INC,CL B,654106103,12632,150000,SH,Put,OTR,4,0,150000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
55,ONE MADISON CORP,UNIT 99/99/9999,G6772P118,42680,4000000,SH,,OTR,4,0,4000000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
56,PACIFIC BIOSCIENCES CALIF IN,COM,69404D108,17436,2411556,SH,,OTR,2,0,2411556,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
57,PAGSEGURO DIGITAL LTD,COM CL A,G68707101,8955,300000,SH,,OTR,4,0,300000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
58,PLURALSIGHT INC,COM CL A,72941B106,30908,973800,SH,,OTR,4,0,973800,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
59,REDWOOD TR INC,COM,758075402,4158,257472,SH,,SOLE,,257472,0,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
60,REDWOOD TR INC,COM,758075402,12113,750000,SH,,OTR,4,0,750000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
61,ROYAL CARIBBEAN CRUISES LTD,COM,V7780T103,16024,139800,SH,,OTR,4,0,139800,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
62,SANDRIDGE ENERGY INC,COM NEW,80007P869,1387,172996,SH,,OTR,1,0,172996,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
63,SIENTRA INC,COM,82621J105,23430,2730765,SH,,OTR,3,0,2730765,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
64,SPDR S&P 500 ETF TR,TR UNIT,78462F103,471318,1668500,SH,Put,OTR,4,0,1668500,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
65,SPDR SERIES TRUST,S&P REGL BKG,78464A698,2567,50000,SH,Put,OTR,4,0,50000,0,cik_number_0001393818,Blackstone Inc,2019-03-31,Form 13F-HR
